NRIC,year,yearly_income,tax_paid,house_rebate,child_rebate,education_rebate
G4651225J,2015,69000,810,800,950,3700
G4324393K,2015,77000,950,2400,600,1000
G3341430X,2015,49000,550,1800,0,1800
G608858X,2015,93000,590,400,300,500
G4547710K,2015,64000,570,1800,1200,1100
G1457086K,2015,53000,660,0,1150,1300
G1248106L,2015,94000,930,1600,1250,2700
G382389K,2015,98000,450,1600,600,1500
G4185679B,2015,86000,480,1400,650,4000
G4878248K,2015,90000,500,2500,1200,4100
G4277599K,2015,60000,620,1400,750,0
G1831020K,2015,94000,690,400,300,2300
G4421888L,2015,53000,390,300,850,400
G5599196K,2015,94000,470,1500,1100,4600
G4681846A,2015,72000,550,2300,900,4400
G563908B,2015,89000,860,1100,750,4800
G2032415K,2015,81000,990,300,250,4300
G2450835B,2015,70000,870,300,450,3700
G951571B,2015,60000,610,2500,1000,3000
G3690377L,2015,74000,610,400,400,2100
G1915108A,2015,86000,550,400,700,3500
G962123L,2015,49000,830,2400,1200,900
G5764689B,2015,96000,300,1600,0,2200
G1896460B,2015,72000,780,2100,1100,4800
G1713009K,2015,86000,740,400,1050,3700
G2946565J,2015,51000,820,500,350,3400
G5642799L,2015,74000,800,400,200,3300
G360956K,2015,95000,470,500,850,3600
G2748612K,2015,85000,630,500,350,1800
G3586545B,2015,48000,780,2200,800,1800
G3984171L,2015,76000,940,2000,550,900
G4831660A,2015,76000,590,900,450,300
G2505832L,2015,45000,430,1700,500,2400
G5653715L,2015,94000,490,400,300,1900
G1824474K,2015,78000,450,1000,1050,500
G2316927K,2015,64000,890,2500,1150,0
G2885768K,2015,80000,890,100,650,3800
G2015398L,2015,71000,800,2200,500,500
G3282587A,2015,95000,580,2000,500,3100
G1451910A,2015,51000,300,2300,1000,4600
G3958449K,2015,65000,810,2100,400,3700
G2668637K,2015,66000,850,1700,1100,4000
G472930L,2015,100000,460,1300,1100,2700
G2437821J,2015,87000,520,500,0,1400
G1336532K,2015,94000,890,2500,400,4200
G3302618B,2015,49000,500,800,950,1900
G1855776X,2015,65000,700,2300,950,600
G477791A,2015,54000,470,100,1200,3200
G423451L,2015,64000,1000,1300,200,300
G2910176B,2015,88000,960,400,900,900
G784421K,2015,90000,1000,600,1000,3600
G4659406X,2015,66000,940,2300,600,4200
G5112171A,2015,72000,390,1500,1000,3600
G1315697L,2015,93000,930,0,0,2000
G3232380K,2015,95000,820,2300,150,3800
G1336027X,2015,72000,470,2100,600,800
G5117330B,2015,69000,480,1200,1050,4500
G5577097K,2015,58000,780,1400,750,4600
G2908178J,2015,87000,770,400,1050,100
G4730542A,2015,78000,930,1000,1200,3100
G753205L,2015,98000,540,1100,1100,3000
G1963905X,2015,69000,780,500,1200,3400
G1566686K,2015,64000,900,2400,1100,1500
G2121262B,2015,52000,510,800,1150,5000
G2259718L,2015,90000,880,2000,100,3700
G3961116K,2015,63000,500,2300,500,400
G2050886A,2015,94000,660,1200,450,2800
G359918X,2015,52000,460,1700,50,4800
G4326030B,2015,48000,480,1700,900,4000
G1815331A,2015,53000,770,1900,550,3700
G2930797L,2015,61000,530,2400,950,1900
G632098J,2015,92000,780,100,400,300
G4845593B,2015,51000,660,2500,200,4600
G1813187B,2015,100000,460,1100,1100,0
G5293426L,2015,47000,460,2500,1250,1700
G4673175L,2015,55000,460,1100,850,2600
G861777K,2015,68000,490,2200,850,1600
G3374290L,2015,48000,760,2000,300,2000
G1791244X,2015,86000,940,800,1150,1800
G2079310B,2015,47000,710,0,100,4400
G3955995J,2015,61000,850,2100,850,2100
G4812114B,2015,97000,1000,2200,900,3500
G3071799L,2015,47000,660,400,500,2800
G3563120L,2015,68000,860,1700,900,2900
G4728575A,2015,85000,770,2400,650,1000
G4560074K,2015,72000,700,2300,50,400
G1898394K,2015,56000,300,1200,50,1400
G3602636B,2015,56000,720,2100,1250,1700
G4838456B,2015,85000,850,2000,500,2900
G3124022A,2015,87000,990,2500,50,3900
G3632832B,2015,76000,730,600,900,1800
G1956074B,2015,90000,620,2100,350,2300
G2365453L,2015,94000,520,1900,700,3800
G611142X,2015,73000,680,900,900,1000
G5519412J,2015,55000,550,2300,0,4500
G5403266L,2015,85000,660,2000,1050,1800
G293932K,2015,46000,510,1800,750,0
G3751958J,2015,94000,800,200,1100,3600
G3358677J,2015,90000,940,2300,1050,400
G2123383K,2015,58000,430,1200,250,4000
G4321113A,2015,45000,860,800,900,1500
G4561264A,2015,89000,970,1200,200,2900
G2613323B,2015,75000,440,800,250,2600
G1218848B,2015,58000,500,300,1000,1000
G257946K,2015,72000,660,600,1100,3100
G4772031B,2015,65000,690,1600,750,1800
G3402127B,2015,83000,980,2000,550,3300
G5229937X,2015,45000,970,500,0,4200
G5215884L,2015,52000,740,700,150,1400
G3550036L,2015,90000,810,2000,300,3200
G369345K,2015,77000,730,1500,100,300
G2399371K,2015,56000,590,400,800,4700
G2582886A,2015,73000,600,1300,700,800
G3418401K,2015,61000,420,0,900,3600
G1763952X,2015,49000,560,1300,400,2200
G4436212B,2015,80000,540,1600,850,1800
G4064980K,2015,56000,420,1600,300,4400
G1756053K,2015,65000,470,500,1050,600
G3750478K,2015,48000,300,500,1050,200
G5242628B,2015,66000,370,2100,250,2800
G4046802A,2015,55000,600,2200,700,4900
G2755593L,2015,65000,410,1400,650,1700
G4156030K,2015,52000,910,600,700,3100
G2664627L,2015,53000,910,2300,250,3600
G3802116J,2015,45000,880,800,800,3600
G915163X,2015,64000,890,1200,850,2200
G4697497K,2015,91000,680,900,1250,0
G1675761L,2015,45000,460,800,1000,3200
G5395930K,2015,82000,800,700,50,4500
G3631155K,2015,75000,860,2300,1050,2300
G3214145K,2015,60000,870,2300,1050,1000
G3647943A,2015,97000,890,1000,350,400
G1833278K,2015,74000,980,2000,1100,300
G505388K,2015,85000,350,800,450,3600
G3800280A,2015,61000,460,2500,900,500
G938332B,2015,84000,460,500,800,3800
G647512L,2015,68000,680,0,350,4000
G2901287L,2015,68000,430,1400,400,1900
G1089820K,2015,45000,850,1100,950,2800
G2055357J,2015,46000,590,1900,200,300
G3105270K,2015,96000,950,400,1250,1000
G5004717L,2015,62000,760,1900,900,100
G2680115L,2015,86000,870,2000,1250,1500
G2818559A,2015,70000,420,600,500,1600
G1081174B,2015,61000,590,600,1000,1600
G1536194J,2015,63000,430,2000,1250,3300
G4585013A,2015,86000,770,1300,400,1000
G284195X,2015,86000,310,1900,550,1400
G3504516L,2015,77000,500,1000,0,4700
G3795364J,2015,69000,760,1800,250,600
G2254824K,2015,51000,660,1700,0,2700
G2765017A,2015,50000,470,1900,700,2800
G4166134X,2015,96000,720,1200,850,1500
G3534603K,2015,72000,980,2000,550,4500
G1244210J,2015,76000,550,300,50,600
G4040199X,2015,52000,510,1700,0,3300
G2041697L,2015,59000,760,900,250,900
G2793192J,2015,65000,850,1600,100,4000
G4342820B,2015,61000,960,1500,1200,2300
G5522111L,2015,49000,690,200,650,3300
G4912675J,2015,77000,780,1600,50,1900
G5999931L,2015,77000,860,0,750,3300
G1795988B,2015,57000,800,200,1250,3100
G1333990K,2015,86000,850,200,750,1600
G5738743L,2015,92000,400,600,100,3500
G2085120J,2015,88000,920,2000,250,1600
G2310287B,2015,76000,730,1500,1100,2500
G1956761J,2015,58000,920,1000,950,3600
G1196695B,2015,92000,510,600,950,3800
G2833384K,2015,74000,700,600,800,3600
G5572847J,2015,46000,470,400,250,1700
G624008K,2015,66000,710,1000,900,4000
G5014627A,2015,46000,310,600,350,2400
G804236K,2015,74000,730,1700,400,1900
G920237K,2015,99000,460,2200,650,2500
G4213772K,2015,71000,710,1300,350,1400
G3706894A,2015,66000,460,2300,1050,3300
G1024254K,2015,51000,650,2100,900,2300
G3693448X,2015,73000,710,1500,700,4800
G1049809L,2015,62000,580,100,800,2400
G1021676J,2015,63000,620,1500,0,2800
G5377644J,2015,68000,840,1700,1050,4100
G1879125A,2015,45000,880,1800,1150,2800
G1022812K,2015,79000,570,500,1050,4300
G4775883L,2015,70000,730,1800,50,2300
G4866299K,2015,94000,690,800,800,3600
G4440708J,2015,90000,990,1200,200,4300
G5382059B,2015,81000,660,300,1150,2500
G3604692L,2015,57000,910,400,550,4200
G870054K,2015,68000,810,2300,50,5000
G5755326L,2015,93000,600,1100,200,1900
G2664734X,2015,48000,440,2100,1150,800
G1386692L,2015,85000,600,2100,300,3300
G5942947L,2015,66000,630,1800,200,2500
G4393559X,2015,75000,460,2400,850,3600
G1596848K,2015,73000,910,2200,850,2000
G4375540L,2015,97000,490,2300,500,2100
G1020490X,2015,89000,780,2000,800,3200
G4767829A,2015,70000,370,100,350,900
G4357838X,2015,71000,660,900,500,3400
G748010L,2015,86000,310,1200,750,4000
G4998227L,2015,84000,510,1800,350,3500
G2377416X,2015,96000,920,300,100,1400
G3822859J,2015,90000,370,1000,850,3900
G2051895L,2015,48000,590,800,450,4300
G4440602X,2015,72000,900,300,0,1700
G5785977K,2015,89000,570,900,650,700
G2564050X,2015,99000,720,300,1150,3200
G3420945L,2015,96000,330,400,100,1900
G2261265L,2015,96000,820,2200,300,4700
G5890509L,2015,97000,870,1100,1100,2200
G4605091J,2015,74000,780,1100,1250,4200
G5150651K,2015,78000,710,2300,0,2600
G4024843K,2015,51000,530,1700,1100,600
G1399874K,2015,92000,450,200,550,700
G5616385A,2015,49000,950,2200,1100,200
G4623009K,2015,83000,820,100,1050,2800
G553418J,2015,78000,780,2100,200,4700
G2592951B,2015,66000,760,1700,0,3600
G5754991A,2015,89000,900,2000,300,4300
G818716J,2015,55000,310,500,300,1500
G3570550K,2015,93000,910,1200,450,0
G2053134B,2015,68000,590,400,600,4100
G3091960B,2015,84000,980,900,150,200
G3345923K,2015,72000,940,400,1050,1800
G5818112A,2015,64000,850,1700,550,1300
G4976669L,2015,98000,680,1800,650,3900
G1449212L,2015,63000,640,1900,1250,3400
G3539125K,2015,46000,300,700,200,2900
G383365K,2015,60000,560,900,250,1000
G4149171A,2015,82000,710,1800,700,2600
G4062210A,2015,81000,500,2000,800,3600
G4153068K,2015,91000,920,500,1150,2300
G409415L,2015,97000,930,0,600,4100
G5265389K,2015,72000,790,1200,900,1200
G949250A,2015,68000,530,2300,500,2300
G550926K,2015,67000,530,500,1250,3200
G5916336K,2015,73000,310,100,350,1100
G2191423X,2015,56000,310,800,100,5000
G4861425J,2015,56000,590,100,1000,1300
G4096849J,2015,72000,480,700,800,800
G5341782L,2015,94000,750,1700,0,4600
G304598K,2015,82000,540,0,50,2200
G1950427L,2015,71000,460,1100,200,2300
G3856689K,2015,81000,880,0,100,4500
G1972019A,2015,59000,870,800,50,1400
G3102722A,2015,54000,770,2100,900,2400
G3836411J,2015,52000,360,1700,550,1800
G3736345L,2015,82000,480,300,1100,2300
G1163078X,2015,94000,780,1700,650,1000
G3557034K,2015,61000,810,100,1250,200
G1844303L,2015,90000,670,1500,300,300
G2618167A,2015,57000,740,900,200,4300
G2496639K,2015,64000,620,1100,500,1100
G2089829K,2015,54000,620,100,1250,1900
G2852982B,2015,93000,950,2100,350,1700
G281144X,2015,80000,570,1100,650,1500
G4872734L,2015,95000,960,1400,450,4200
G861324K,2015,82000,450,500,250,1400
G409350L,2015,85000,310,2500,150,1800
G2077884K,2015,95000,830,1900,100,0
G1478168K,2015,61000,940,1300,250,1900
G3482786X,2015,46000,490,2200,550,600
G2006277K,2015,85000,420,1200,450,2900
G5319712A,2015,90000,610,200,650,200
G4368700X,2015,81000,890,800,250,1000
G3919175A,2015,71000,670,2200,250,800
G1273106X,2015,63000,570,2300,1000,200
G3191212J,2015,66000,830,400,650,1700
G1011737A,2015,94000,380,800,1050,2600
G2170243K,2015,91000,620,600,700,3900
G608980B,2015,59000,400,2500,0,1700
G3234385L,2015,93000,1000,1700,200,4500
G5891386J,2015,84000,420,1800,1200,2500
G2228854L,2015,54000,860,700,800,2300
G5897894K,2015,46000,770,1900,700,4100
G2914467A,2015,56000,390,400,700,1500
G3170858X,2015,81000,680,1600,1050,5000
G594459X,2015,72000,380,1500,900,1200
G3729840K,2015,80000,360,1200,250,4900
G1419745J,2015,55000,980,1700,150,2500
G3414049J,2015,84000,770,2400,350,0
G1067899L,2015,68000,830,600,1100,1900
G3691700L,2015,77000,870,200,50,3900
G2324249J,2015,67000,380,2500,1100,300
G5886292K,2015,69000,490,400,1000,1800
G1824161K,2015,55000,760,500,750,4400
G3390255L,2015,96000,570,100,350,2600
G567685L,2015,77000,760,800,550,1900
G1172797J,2015,90000,460,900,150,3500
G5675388X,2015,97000,350,900,100,4100
G3760077X,2015,69000,680,0,100,900
G5633005X,2015,84000,590,1100,850,3800
G1470993X,2015,81000,930,1200,1200,1000
G4203956B,2015,53000,410,400,1000,1400
G5459552K,2015,53000,870,2100,450,1200
G5549550B,2015,73000,700,100,1000,1100
G1562134L,2015,84000,430,2100,350,3300
G3762305A,2015,87000,340,2500,350,2600
G4424083L,2015,67000,330,300,450,100
G4373337X,2015,49000,770,1600,650,2000
G4985136X,2015,53000,410,800,400,2500
G0231165N,2014,40000,400,600,500,1600
G1313453B,2014,69000,950,300,900,800
G3949886J,2014,90000,600,1800,250,500
G5426931L,2014,75000,570,0,1250,700
G2545794K,2014,88000,530,1200,100,900
G4276542L,2014,67000,810,800,300,2900
G3631101A,2014,64000,900,1300,750,1800
G5075847K,2014,60000,610,1800,150,3800
G2473830A,2014,88000,820,200,1250,4100
G2270783K,2014,64000,500,1800,850,1700
G1707244L,2014,59000,940,800,200,4700
G944818L,2014,51000,580,1100,900,4400
G4043823B,2014,50000,910,1600,1200,600
G5719219L,2014,82000,490,0,600,3300
G2320006K,2014,57000,480,2200,400,4900
G3870869K,2014,72000,980,1800,100,3300
G1412296X,2014,57000,930,800,50,3000
G3892942X,2014,49000,850,2400,150,0
G5732731B,2014,77000,430,800,950,300
G1310326L,2014,63000,950,400,700,1400
G2245764B,2014,85000,880,1900,300,700
G4430368L,2014,78000,620,300,200,300
G4138950K,2014,79000,640,1800,900,2300
G1716730A,2014,47000,610,1600,800,2200
G3876410X,2014,93000,390,1600,450,600
G3147944J,2014,94000,470,1200,50,2800
G5424650B,2014,94000,540,1700,0,1900
G5135637L,2014,46000,880,1800,700,1800
G346003A,2014,80000,890,1700,350,4300
G401131J,2014,84000,740,300,550,3100
G2028978J,2014,59000,870,600,0,3500
G657780L,2014,73000,320,800,1050,100
G4095420B,2014,63000,360,1100,400,3000
G4883714B,2014,48000,730,2400,400,2200
G2628497L,2014,81000,1000,1300,150,4800
G4566797L,2014,46000,1000,600,1000,4800
G3711472L,2014,96000,1000,2100,1200,0
G883474K,2014,92000,770,2400,750,4200
G3140663A,2014,79000,710,1100,800,2000
G1703372K,2014,61000,330,1800,850,0
G5911904L,2014,81000,520,2200,1000,2800
G2339872B,2014,72000,840,2500,250,1700
G4610833L,2014,98000,350,2500,300,3100
G3985913B,2014,54000,730,2300,600,0
G1482562J,2014,60000,530,1600,150,3200
G695286B,2014,84000,700,800,1250,300
G4185211L,2014,99000,790,1000,700,1600
G3624412J,2014,56000,800,700,1050,1400
G2501262B,2014,92000,450,2000,150,100
G3980030X,2014,53000,920,100,1150,900
G5836988X,2014,47000,730,1300,1100,2800
G4171006X,2014,81000,860,900,700,2600
G3704367J,2014,45000,500,1600,700,3900
G4827770L,2014,98000,530,2400,150,4700
G4123007B,2014,100000,810,500,50,4200
G3806153A,2014,80000,730,2400,500,4200
G383720L,2014,49000,300,1000,1250,300
G5848510L,2014,72000,340,2000,200,5000
G2056092L,2014,96000,490,600,1050,1200
G5253431K,2014,73000,440,2300,1100,3100
G3997288L,2014,59000,750,2000,1200,4900
G4380348J,2014,88000,910,0,350,3700
G4677015K,2014,74000,880,1500,1150,1600
G4017000L,2014,84000,450,1100,850,4700
G636102L,2014,48000,660,1600,550,3900
G5285964A,2014,46000,780,1100,900,1700
G3771894X,2014,51000,610,1700,250,1500
G763917K,2014,72000,830,400,1150,1000
G3157657A,2014,98000,780,1300,0,3800
G2940189B,2014,80000,440,400,950,3900
G838096A,2014,85000,940,900,1150,2800
G2045092K,2014,91000,570,800,1200,3500
G5141015L,2014,92000,570,2400,1250,900
G831308X,2014,75000,400,1600,900,3300
G1423705L,2014,82000,720,200,50,2500
G4650621J,2014,72000,600,900,900,4400
G4162273L,2014,89000,880,200,850,3400
G4307395K,2014,70000,440,2000,750,3300
G3960880L,2014,99000,680,2000,600,1000
G4396273A,2014,71000,400,300,0,3400
G5267399A,2014,75000,880,2400,1000,200
G5495894X,2014,64000,370,2200,1200,300
G5779247L,2014,77000,420,2500,1250,4800
G5337818K,2014,58000,350,300,1250,3600
G970240J,2014,72000,730,1300,300,500
G1337132L,2014,47000,930,1700,450,2300
G5359442K,2014,96000,480,1100,900,4500
G1178759K,2014,66000,760,1800,100,1800
G1368255J,2014,55000,890,2000,200,800
G4467400J,2014,45000,790,0,350,4400
G4345720A,2014,78000,600,400,600,2900
G1311203K,2014,98000,790,2100,1150,1100
G5670824B,2014,91000,500,100,950,3200
G4023277L,2014,55000,950,1500,1200,3900
G1759635A,2014,53000,600,1200,100,800
G257144L,2014,88000,590,2400,300,100
G2244293J,2014,85000,350,900,50,3300
G5887032L,2014,99000,530,600,100,1100
G5921498K,2014,87000,470,1600,550,600
G4816819L,2014,53000,340,2500,150,4400
G3272173K,2014,67000,490,1900,600,1300
G3366438J,2014,87000,730,2200,900,2100
G474224X,2014,58000,390,600,150,5000
G5688557K,2014,73000,610,1900,150,4400
G1703705J,2014,72000,310,1900,1100,4800
G1507466L,2014,60000,450,300,250,3100
G1012880B,2014,91000,830,1900,0,3400
G3770185J,2014,61000,410,1200,150,4200
G3680020L,2014,91000,410,800,650,3800
G5569002K,2014,50000,520,1700,50,1600
G1692227X,2014,88000,590,1300,0,4800
G1688732A,2014,65000,940,1900,1250,400
G3376315J,2014,58000,620,500,1100,2600
G1586033B,2014,94000,970,1300,850,2900
G3366103K,2014,92000,700,1700,1100,2200
G1135158J,2014,94000,810,2100,650,300
G5858113L,2014,94000,1000,1400,850,4500
G5204441B,2014,85000,790,2300,50,3600
G3953061K,2014,53000,780,2100,550,3300
G5187962A,2014,85000,560,1500,0,1800
G4614486L,2014,87000,380,700,200,200
G2158826J,2014,59000,850,1000,700,4700
G2006988X,2014,76000,930,800,1150,2300
G1562479L,2014,90000,340,1800,50,800
G5977812A,2014,53000,400,2100,250,2400
G233706X,2014,90000,860,2400,850,1700
G2001114L,2014,82000,380,500,350,3900
G4488887B,2014,45000,300,0,1150,4100
G5359292X,2014,80000,390,1400,500,1400
G4017540L,2014,65000,960,900,1000,300
G4665402A,2014,70000,910,700,0,1600
G773085K,2014,58000,900,1100,550,2200
G807821L,2014,90000,620,200,900,1900
G2614105A,2014,91000,530,500,500,3400
G295677X,2014,53000,660,1700,900,2000
G5051031J,2014,56000,590,1300,300,3600
G2745574L,2014,87000,850,400,600,3900
G1147657L,2014,46000,920,2400,1050,100
G970208K,2014,79000,400,1600,900,1000
G4980424A,2014,72000,750,300,550,3800
G5895901J,2014,81000,840,2500,550,4000
G5529535B,2014,81000,420,200,300,700
G3952305L,2014,45000,730,1500,750,2000
G5614051J,2014,83000,350,1800,150,2500
G3665122L,2014,77000,1000,1600,1000,4400
G3350604K,2014,96000,740,1400,150,900
G2801272L,2014,97000,790,400,600,5000
G1195373J,2014,93000,830,1500,1250,3900
G5732730L,2014,98000,760,800,1200,4800
G5122335A,2014,98000,1000,300,300,1200
G5076740B,2014,97000,350,1100,950,4500
G803842K,2014,81000,550,0,1100,3400
G1819805B,2014,87000,780,1000,1200,4500
G2313520K,2014,54000,670,1400,450,4400
G3459665L,2014,81000,970,900,1050,4400
G4067829K,2014,82000,900,900,250,1400
G3798892K,2014,100000,760,1800,1000,1100
G1552532B,2014,85000,790,2100,200,1200
G5353246A,2014,83000,460,0,500,4100
G1977675L,2014,76000,480,1500,600,2700
G2200356L,2014,65000,390,1800,0,4900
G400490L,2014,79000,350,1700,1100,3400
G4533445X,2014,77000,880,1000,250,800
G1174936L,2014,55000,790,1300,600,5000
G5877506L,2014,51000,720,0,750,3100
G4029170L,2014,73000,760,400,750,3700
G2747619J,2014,59000,820,1400,1050,3200
G290846L,2014,60000,340,800,450,4500
G2054332X,2014,48000,580,2500,300,1000
G1172842A,2014,47000,790,200,1150,200
G4525882K,2014,51000,580,900,0,2300
G379602J,2014,98000,660,400,1200,3200
G5510726A,2014,70000,620,300,900,1300
G524086A,2014,71000,990,2100,1150,2300
G1371700K,2014,54000,350,0,1200,2000
G3106999X,2014,72000,890,1000,350,2500
G870054L,2014,86000,900,2300,200,5000
G1267967X,2014,79000,700,2400,550,4400
G4973369A,2014,94000,330,1700,850,2800
G3583326L,2014,58000,720,1400,250,2700
G711141L,2014,47000,480,2400,1150,3100
G1844144J,2014,76000,540,1200,100,300
G5714967K,2014,79000,440,700,700,100
G3337826L,2014,48000,440,1200,200,1300
G4341766X,2014,58000,710,800,1250,0
G2904397X,2014,94000,620,300,1200,4100
G5888463L,2014,67000,990,700,250,2300
G2735872L,2014,91000,850,1900,50,2300
G896562K,2014,53000,430,300,700,200
G3482845K,2014,85000,590,800,650,1700
G2248376L,2014,93000,500,1400,1150,2200
G2992355X,2014,84000,880,2000,1200,4000
G3943723L,2014,81000,680,1400,0,500
G5279326L,2014,59000,860,1000,100,4400
G2407965J,2014,98000,680,2500,450,100
G4439391K,2014,65000,310,1500,200,1100
G2736602J,2014,87000,340,1200,750,400
G1377807L,2014,64000,770,1000,250,0
G4559922L,2014,98000,360,1000,1250,4500
G4466444A,2014,76000,500,1100,900,1100
G4944363K,2014,100000,760,1800,750,3100
G1384930X,2014,88000,410,1300,850,3600
G4102128K,2014,83000,800,400,100,2600
G717307J,2014,85000,350,2000,350,1100
G4475606L,2014,57000,980,800,550,4100
G4873965X,2014,56000,510,2200,1250,4600
G1305696A,2014,48000,990,1900,550,4100
G1627426A,2014,68000,750,0,500,1000
G2852825B,2014,65000,490,2000,450,3500
G3227202B,2014,95000,460,2100,50,3000
G2129172L,2014,85000,600,700,700,100
G1224530A,2014,91000,790,400,900,4300
G3562895X,2014,45000,980,400,750,400
G1450679X,2014,46000,570,600,100,3000
G1605260L,2014,82000,790,1700,950,2700
G4970168L,2014,84000,390,200,850,3200
G5260915K,2014,59000,980,600,1200,3500
G4706323J,2014,49000,390,800,1150,3200
G3833250L,2014,77000,350,100,300,4500
G4141911L,2014,80000,420,2500,1000,3700
G1816284B,2014,83000,560,2500,550,4200
G3769485K,2014,47000,370,700,950,3600
G997553L,2014,52000,600,1800,500,4200
G1876842X,2014,97000,530,1400,850,3800
G3477092K,2014,65000,720,600,1100,4000
G5048213K,2014,63000,530,200,700,700
G1839573A,2014,56000,840,0,600,2200
G5298170K,2014,98000,450,2000,800,400
G1886927K,2014,60000,380,1600,300,5000
G3412143L,2014,78000,720,1100,250,1400
G4483111L,2014,87000,850,2300,800,3700
G1601240B,2014,77000,320,1400,1000,3100
G4266450L,2014,73000,610,1700,900,2900
G2921423K,2014,64000,780,1800,450,800
G5027873K,2014,83000,460,2200,550,1400
G3415039L,2014,66000,960,2500,1000,4200
G1369833K,2014,75000,620,2000,350,4500
G1787147K,2014,45000,800,1800,750,700
G1041902X,2014,88000,550,700,650,800
G3294467B,2014,48000,940,2000,1050,3400
G1086477X,2014,58000,360,1600,1150,900
G4945102K,2014,49000,400,1000,650,2900
G572903K,2014,99000,900,400,300,4100
G2509477L,2014,45000,660,900,850,1500
G4486863A,2014,82000,750,200,650,4300
G452112X,2014,96000,380,300,700,0
G2938615K,2014,67000,500,1400,950,300
G1243705J,2014,78000,420,200,350,2600
G4604685A,2014,64000,1000,100,650,4600
G2313089X,2014,79000,940,1900,600,1400
G5783776K,2014,97000,780,400,300,800
G2848643B,2014,49000,560,400,550,3000
G2447571K,2014,64000,420,700,50,4900
G3229637K,2014,96000,630,2500,1150,3700
G4190028L,2014,49000,430,1200,650,4400
G1183327K,2014,73000,690,1400,900,2000
G5664699J,2014,75000,550,1700,0,3700
G2849787A,2014,61000,630,800,750,2400
G982849L,2014,62000,860,2400,400,1000
G440031K,2014,98000,880,1500,200,3500
G1841333X,2014,52000,340,900,250,2800
G2529236L,2014,87000,710,1900,650,200
G1668457K,2014,56000,900,2100,850,2700
G1743330A,2014,48000,870,0,600,100
G4322700K,2014,66000,720,200,1100,4900
G5065583L,2014,48000,480,1300,700,4800
G1717232K,2014,73000,560,800,1150,4500
G831223J,2014,53000,450,1500,1250,4300
G1304501B,2014,71000,750,1700,200,3100
G5373262L,2014,83000,590,600,600,800
G1693520L,2014,75000,830,900,850,1100
G5759395J,2014,67000,990,800,1000,4300
G4526230X,2014,54000,550,900,1050,3500
G2495572L,2014,63000,360,700,1250,3200
G2753663A,2014,59000,630,1900,950,4300
G5967678X,2014,58000,370,700,900,2600
G311328X,2014,87000,860,1500,150,4400
G5475234K,2014,71000,300,200,600,3000
G5088236J,2014,71000,400,2400,350,3100
G1254406X,2014,87000,410,2300,350,3100
G3965852K,2014,85000,730,200,50,1400
G3880828L,2014,49000,860,1600,550,1500
G5225357B,2014,89000,410,300,650,3100
G4139854A,2014,71000,870,1200,1100,3900
G4932335X,2014,68000,440,1800,650,3300
G3755130J,2014,50000,610,2100,700,3000
G4170367A,2014,93000,690,1100,350,5000
G2953215L,2014,52000,900,500,350,1500
G5783607L,2014,100000,570,300,1000,600
G1488422A,2014,48000,480,600,350,2600
G599630L,2014,54000,820,1600,600,600
G5691603K,2014,48000,820,1800,650,2900
G5942972B,2014,63000,880,100,900,3200
G4182862X,2014,71000,980,2000,1050,3100
G3606688K,2014,48000,590,1500,500,4900
G1418850L,2014,80000,720,1300,300,300
G3718271B,2014,77000,460,1700,1000,2400
G4008008B,2014,75000,320,2400,1250,1100
G5624554X,2014,73000,300,800,450,4300
G2509416L,2014,46000,310,1000,150,2100
G2959362J,2014,76000,400,2400,350,2100
G4011038L,2014,95000,310,500,300,2900
G2353010L,2014,71000,930,100,650,2800
G4138864A,2014,59000,620,1200,500,4400
G4888803K,2014,58000,740,1600,850,4800
G2818415K,2014,50000,520,0,1050,4000
G3428961A,2014,47000,530,2400,0,3300
G4092973X,2014,61000,840,500,1000,1800
G677576L,2014,52000,910,2000,250,0
G4644910B,2014,47000,920,1000,500,3100
G3717226L,2014,64000,830,800,400,300
G5486427J,2014,64000,900,1200,0,500
G3373493K,2014,52000,950,2100,1000,2800
G2581075K,2014,72000,720,1300,300,1500
G4506718A,2014,90000,480,2400,850,2300
G5324220J,2014,88000,500,2100,100,500
G3627167J,2014,47000,780,200,550,3200
G5919875B,2014,62000,960,1700,700,4900
G3243958J,2014,63000,520,300,1100,1600
G4360297B,2014,92000,880,400,500,3900
G3392562L,2014,54000,1000,200,1100,200
G394204B,2014,60000,380,100,950,3200
G959502L,2014,67000,400,2500,150,4600
G1107311L,2014,100000,950,1400,550,3100
G2075603K,2014,78000,730,100,900,1000
G1338067L,2014,59000,890,1100,400,2500
G4925076L,2014,92000,810,2200,600,300
G3917486B,2014,52000,330,200,950,3200
G2477872L,2014,56000,770,300,400,3500
G5116046A,2014,47000,300,1700,250,3100
G569784K,2014,48000,970,1000,1250,3800
G2170889K,2014,68000,810,700,500,3000
G4064492K,2014,100000,500,1600,800,600
G3907881L,2014,58000,300,200,300,1900
G3175162K,2014,59000,640,2400,400,0
G1557925L,2014,62000,820,2300,1050,3600
G4728939K,2014,77000,480,300,1000,1200
G4039272L,2014,54000,710,1800,650,3900
G1463556K,2014,95000,890,200,150,2600
G3965913A,2014,72000,550,100,300,100
G770700L,2014,71000,820,2500,1050,300
G5706315X,2014,50000,930,1200,300,4300
G4120244X,2014,70000,610,1700,1050,3700
G2524731B,2014,68000,700,1800,650,3800
G2884463A,2014,89000,560,100,1050,2500
